Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1715,528172075,60.0,RL,10732,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,1298.0,530.0,0,1828,0.0,0.0,2,1,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,BuiltIn,2006,RFn,3.0,876.0,TA,TA,Y,0,40.0,0,0,0,0,0,2,2007,New,Partial,250000.0
1716,528174010,120.0,RL,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362.0,0.0,0,1362,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2005,RFn,2.0,460.0,TA,TA,Y,192,28.0,0,0,0,0,0,6,2007,WD,Normal,194700.0
1717,528174020,120.0,RL,3901,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0,1302,1.0,0.0,1,1,1.0,1,Gd,5,Typ,1.0,Gd,Attchd,2005,RFn,2.0,631.0,TA,TA,Y,110,50.0,0,0,0,0,0,8,2007,New,Partial,204000.0
1718,528174030,120.0,RL,3903,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0,1302,1.0,0.0,1,1,1.0,1,Gd,5,Typ,1.0,Gd,Attchd,2005,RFn,2.0,631.0,TA,TA,Y,110,50.0,0,0,0,0,0,5,2007,WD,Normal,200000.0
1719,528174040,120.0,RL,6289,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362.0,0.0,0,1362,1.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2005,RFn,2.0,460.0,TA,TA,Y,192,28.0,0,0,0,0,0,6,2007,WD,Normal,207000.0
1720,528181060,120.0,RL,4590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554.0,0.0,0,1554,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006,RFn,2.0,627.0,TA,TA,Y,156,73.0,0,0,0,0,0,8,2007,WD,Normal,209500.0
1721,528181070,120.0,RL,4590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554.0,0.0,0,1554,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006,RFn,2.0,627.0,TA,TA,Y,156,73.0,0,0,0,0,0,5,2007,CWD,Normal,209500.0
1722,528181080,120.0,RL,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370.0,0.0,0,1370,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006,RFn,2.0,484.0,TA,TA,Y,120,49.0,0,0,0,0,0,10,2007,WD,Normal,202500.0
1723,528186050,120.0,RL,7841,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5.0,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577.0,0.0,0,1577,1.0,0.0,2,0,2.0,1,Ex,6,Typ,1.0,Gd,Attchd,2005,RFn,2.0,564.0,TA,TA,Y,203,39.0,0,0,0,0,0,5,2007,WD,Normal,280000.0
1724,528186090,120.0,RL,7313,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5.0,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561.0,0.0,0,1561,1.0,0.0,2,0,2.0,1,Ex,6,Typ,1.0,Gd,Attchd,2005,Fin,2.0,556.0,TA,TA,Y,203,47.0,0,0,0,0,0,8,2007,WD,Normal,277500.0
1725,528186120,120.0,RL,7820,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5.0,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1700.25,1869.0,GasA,Ex,Y,SBrkr,1869.0,0.0,0,1869,0.0,0.0,2,0,2.0,1,Ex,6,Typ,1.0,Gd,Attchd,2007,RFn,2.0,617.0,TA,TA,Y,210,54.0,0,0,0,0,0,12,2007,New,Partial,318061.0
1726,528186190,120.0,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5.0,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Ex,Y,SBrkr,1324.0,0.0,0,1324,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006,Fin,2.0,550.0,TA,TA,Y,0,38.0,0,0,0,0,0,9,2007,New,Partial,221370.0
1727,528188160,120.0,RL,3242,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,1405.0,0.0,0,1405,1.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2003,RFn,2.0,478.0,TA,TA,Y,136,36.0,0,0,0,0,0,3,2007,WD,Normal,200000.0
1728,528218010,60.0,RL,15810,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Has No Masonry veneer,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768.0,728.0,0,1496,0.0,0.0,3,0,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,Attchd,2007,Unf,2.0,572.0,TA,TA,Y,100,0.0,0,0,0,0,0,5,2007,New,Partial,181755.0
1729,528218020,60.0,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768.0,768.0,0,1536,0.0,0.0,2,1,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2005,Fin,2.0,400.0,TA,TA,Y,100,38.0,0,0,0,0,0,6,2007,WD,Normal,176000.0
1730,528218050,60.0,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5.0,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,783.0,701.0,0,1484,0.0,0.0,2,1,3.0,1,Gd,8,Typ,1.0,Gd,Attchd,2005,Fin,2.0,393.0,TA,TA,Y,0,72.0,0,0,0,0,0,7,2007,New,Partial,178900.0
1731,528218100,60.0,RL,13204,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608.0,850.0,0,1458,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,BuiltIn,2007,Fin,2.0,454.0,TA,TA,Y,100,33.0,0,0,0,0,0,5,2007,New,Partial,168165.0
1732,528221030,60.0,RL,8857,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738.0,757.0,0,1495,0.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2006,RFn,2.0,440.0,TA,TA,Y,100,30.0,0,0,0,0,0,3,2007,New,Partial,171925.0
1733,528221040,60.0,RL,9729,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698.0,1048.0,0,1746,1.0,0.0,2,1,3.0,1,Gd,6,Typ,1.0,Gd,BuiltIn,2007,Unf,3.0,350.0,TA,TA,Y,0,34.0,0,0,0,0,0,6,2007,New,Partial,198444.0
1734,528221050,20.0,RL,12216,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Ex,Y,SBrkr,1326.0,0.0,0,1326,1.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2005,Fin,2.0,388.0,TA,TA,Y,120,23.0,0,0,0,0,0,6,2007,WD,Normal,203000.0
1735,528221090,60.0,RL,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0,1456,0.0,0.0,2,1,3.0,1,Gd,8,Typ,1.0,Gd,Attchd,2007,Fin,2.0,400.0,TA,TA,Y,100,24.0,0,0,0,0,0,7,2007,New,Partial,179540.0
1736,528222030,20.0,RL,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0,1302,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,Fin,2.0,436.0,TA,TA,Y,0,22.0,0,0,0,0,0,8,2007,New,Partial,176485.0
1737,528222040,20.0,RL,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340.0,0.0,0,1340,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,Fin,2.0,396.0,TA,TA,Y,100,30.0,0,0,0,0,0,8,2007,New,Partial,181134.0
1738,528222050,60.0,RL,8499,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,Ex,Y,SBrkr,616.0,796.0,0,1412,0.0,0.0,2,1,3.0,1,Gd,6,Typ,1.0,Gd,BuiltIn,2007,Fin,2.0,432.0,TA,TA,Y,0,36.0,0,0,0,0,0,3,2007,New,Partial,156932.0
1739,528222060,60.0,RL,8229,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Ex,Y,SBrkr,752.0,752.0,0,1504,0.0,0.0,2,1,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,Fin,2.0,440.0,TA,TA,Y,100,32.0,0,0,0,0,0,12,2007,New,Partial,166000.0
1740,528222080,60.0,RL,7713,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0,1456,0.0,0.0,2,1,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,Attchd,2007,Fin,2.0,400.0,TA,TA,Y,100,24.0,0,0,0,0,0,7,2007,New,Partial,177594.0
1741,528222090,20.0,RL,7697,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0,1258,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,RFn,2.0,462.0,TA,TA,Y,0,0.0,0,0,0,0,0,8,2007,New,Partial,173500.0
1742,528228270,120.0,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5.0,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0,1258,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2007,Fin,3.0,648.0,TA,TA,Y,144,16.0,0,0,0,0,0,6,2007,New,Partial,172500.0
1743,528228275,120.0,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402.0,0.0,0,1402,0.0,0.0,0,2,2.0,1,Gd,7,Typ,1.0,Gd,Attchd,2006,Fin,3.0,648.0,TA,TA,Y,120,16.0,0,0,0,0,0,2,2007,New,Partial,194201.0
1744,528228375,120.0,RL,3621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5.0,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Ex,Y,SBrkr,1589.0,0.0,0,1589,1.0,0.0,2,0,2.0,1,Gd,7,Typ,1.0,TA,Attchd,2003,Fin,3.0,630.0,TA,TA,Y,143,20.0,0,0,0,0,0,11,2007,WD,Normal,226500.0
1745,528228555,20.0,RL,3710,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266.0,0.0,0,1266,0.0,0.0,2,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2007,Fin,2.0,388.0,TA,TA,Y,100,16.0,0,0,0,0,0,8,2007,New,Partial,185485.0
1746,528231010,20.0,RL,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,230.0,1530.0,GasA,Ex,Y,SBrkr,1530.0,0.0,0,1530,1.0,0.0,2,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2004,Fin,3.0,630.0,TA,TA,Y,144,36.0,0,0,0,0,0,11,2007,WD,Family,259000.0
1747,528231030,80.0,RL,16219,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779.0,Unf,0.0,56.0,835.0,GasA,Ex,Y,SBrkr,1119.0,0.0,0,1119,1.0,0.0,2,0,2.0,1,Gd,5,Typ,0.0,Has No Fireplace,Attchd,2004,Fin,2.0,437.0,TA,TA,Y,100,24.0,0,0,0,0,0,4,2007,WD,Normal,188500.0
1748,528235000,80.0,RL,11084,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,192.0,Unf,0.0,192.0,384.0,GasA,Ex,Y,SBrkr,744.0,630.0,0,1374,1.0,0.0,2,1,3.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2004,Fin,2.0,400.0,TA,TA,Y,100,0.0,0,0,0,0,0,6,2007,WD,Family,175000.0
1749,528235160,60.0,RL,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,1112.0,0,1959,0.0,0.0,2,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2004,Fin,2.0,434.0,TA,TA,Y,100,48.0,0,0,0,0,0,7,2007,WD,Normal,215000.0
1750,528235170,20.0,RL,10936,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1510.0,1510.0,GasA,Ex,Y,SBrkr,1525.0,0.0,0,1525,0.0,0.0,2,1,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006,RFn,2.0,534.0,TA,TA,Y,100,18.0,0,0,0,0,0,4,2007,New,Partial,206580.0
1751,528240020,60.0,RL,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,880.0,0,1720,0.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2004,Fin,2.0,440.0,TA,TA,Y,100,48.0,0,0,0,0,0,5,2007,WD,Normal,183500.0
1752,528250010,80.0,RL,11950,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,Has No Masonry veneer,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,754.0,640.0,0,1394,0.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,TA,BuiltIn,2003,Fin,2.0,400.0,TA,TA,Y,100,0.0,0,0,0,0,0,10,2007,WD,Normal,165500.0
1753,528250070,60.0,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,1101.0,0,1948,0.0,0.0,2,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2003,Fin,2.0,434.0,TA,TA,Y,0,48.0,0,0,0,0,0,7,2007,WD,Normal,211000.0
1754,528275035,60.0,RL,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,Ex,Y,SBrkr,948.0,742.0,0,1690,0.0,0.0,2,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,2000,RFn,2.0,463.0,TA,TA,Y,100,48.0,0,0,0,0,0,11,2007,WD,Abnorml,181000.0
1755,528275110,60.0,RL,8740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,574.0,Unf,0.0,280.0,854.0,GasA,Ex,Y,SBrkr,864.0,1131.0,0,1995,0.0,0.0,2,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2002,Fin,2.0,435.0,TA,TA,Y,264,48.0,0,0,0,0,0,7,2007,WD,Normal,219500.0
1756,528280110,60.0,RL,7917,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,953.0,694.0,0,1647,0.0,0.0,2,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1999,RFn,2.0,460.0,TA,TA,Y,0,40.0,0,0,0,0,0,8,2007,WD,Normal,175000.0
1757,528280150,80.0,RL,9967,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0,1430,0.0,0.0,2,1,3.0,1,TA,8,Typ,1.0,TA,BuiltIn,2000,RFn,2.0,400.0,TA,TA,Y,100,0.0,0,0,0,0,0,12,2007,WD,Normal,170000.0
1758,528290060,60.0,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,660.0,660.0,0,1320,0.0,0.0,2,1,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2003,Fin,2.0,400.0,TA,TA,Y,0,48.0,0,0,0,0,0,8,2007,WD,Normal,162000.0
1759,528290170,60.0,RL,9487,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,395.0,915.0,GasA,Ex,Y,SBrkr,940.0,750.0,0,1690,1.0,0.0,2,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,2000,RFn,2.0,442.0,TA,TA,Y,0,50.0,0,0,0,0,0,6,2007,WD,Normal,187000.0
1760,528294010,60.0,RL,9649,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,961.0,683.0,0,1644,0.0,0.0,2,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1999,RFn,2.0,460.0,TA,TA,Y,420,42.0,0,0,0,0,0,5,2007,WD,Normal,185000.0
1761,528320050,60.0,RL,15623,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5.0,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1920.0,Unf,0.0,300.0,2163.5,GasA,Ex,Y,SBrkr,2235.75,1833.75,0,2692,1.0,0.0,3,1,4.0,1,Ex,10,Typ,2.0,TA,Attchd,1996,Fin,3.0,813.0,TA,TA,Y,171,78.0,0,0,0,0,0,7,2007,WD,Abnorml,362437.5
